採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
新金山海水浴場,新金山海水浴場右,乙,2012/8/20 下午 02:00:00,6023,29.4,8.2,1.9,32.7,6.6,<0.01,<0.01,0.002,31.8,0.838,--,104.0,0.019,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2012/8/20 下午 01:45:00,6022,29.1,8.2,1.6,32.7,7.2,<0.01,<0.01,0.002,32.1,0.851,--,112.4,0.023,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2012/8/20 下午 01:31:00,6021,28.3,8.2,1.9,32.7,7.0,<0.01,<0.01,0.003,31.9,0.568,--,105.9,0.013,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2012/8/20 上午 11:54:00,6143,30.4,8.2,7.0,29.6,6.4,<0.01,0.03,0.008,31.9,0.572,--,101.1,0.027,15,<10
后湖海濱公園,后湖海濱公園中,乙,2012/8/20 上午 11:41:00,6142,30.9,8.2,7.2,29.7,6.3,<0.01,0.03,0.007,32.3,0.499,--,100.5,0.026,<10,<10
后湖海濱公園,后湖海濱公園左,乙,2012/8/20 上午 11:27:00,6141,31.3,8.2,8.6,29.7,6.1,<0.01,0.05,0.008,32.0,0.558,--,99.2,0.032,15,10
福隆海水浴場,福隆海水浴場右,乙,2012/8/20 上午 11:16:00,6013,28.3,8.0,4.1,32.8,6.3,<0.01,0.05,0.002,29.6,0.938,--,95.7,0.026,<10,<10
福隆海水浴場,福隆海水浴場中,乙,2012/8/20 上午 10:59:00,6012,27.9,8.0,2.7,32.8,6.5,0.01,0.06,0.003,29.7,0.854,--,98.0,0.021,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2012/8/20 上午 10:43:00,6011,27.9,8.0,1.8,32.8,6.3,0.01,0.02,0.003,29.6,0.875,--,95.9,0.018,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2012/8/20 上午 10:11:00,6043,30.4,8.2,19,30.1,7.8,0.02,<0.01,0.001,32.3,0.140,--,123.2,0.003,35,10
通霄海水浴場,通霄海水浴場中,乙,2012/8/20 上午 10:06:00,6042,31.0,8.2,16,30.1,7.1,0.03,<0.01,0.001,32.3,0.104,--,113.6,0.003,95,20
通霄海水浴場,通霄海水浴場左,乙,2012/8/20 上午 10:00:00,6041,30.5,8.2,19,30.1,7.4,0.03,<0.01,0.002,32.1,0.098,--,117.0,<0.003,70,31
塘后,塘后右,甲,2012/8/20 上午 09:45:00,6283,27.5,8.1,4.1,29.7,6.1,<0.01,0.02,0.005,31.6,0.337,--,94.1,0.018,15,20
塘后,塘后中,甲,2012/8/20 上午 09:36:00,6282,27.9,8.1,4.3,29.5,6.3,<0.01,0.02,0.005,31.4,0.413,--,94.7,0.036,15,10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2012/8/20 上午 09:30:00,6173,28.0,8.0,2.3,33.0,6.4,<0.01,0.02,0.003,30.9,0.454,--,98.0,0.035,20,<10
磯崎海水浴場,磯崎海水浴場右,甲,2012/8/20 上午 09:30:00,6213,29.5,8.1,7.1,30.2,6.4,<0.01,0.02,0.002,32.5,0.603,--,99.7,0.030,<10,20
塘后,塘后左,甲,2012/8/20 上午 09:26:00,6281,27.6,8.1,3.9,29.7,6.1,<0.01,<0.01,0.006,31.5,0.420,--,94.5,0.024,<10,<10
磯崎海水浴場,磯崎海水浴場中,甲,2012/8/20 上午 09:15:00,6212,29.5,8.1,6.5,30.1,6.4,<0.01,<0.01,0.002,32.2,0.779,--,100.8,0.041,10,31
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2012/8/20 上午 09:13:00,6172,28.0,8.1,3.5,32.9,6.5,<0.01,0.02,0.003,30.8,0.985,--,99.1,0.035,35,<10
磯崎海水浴場,磯崎海水浴場左,甲,2012/8/20 上午 09:00:00,6211,29.4,8.1,6.3,30.1,6.9,<0.01,0.02,0.002,32.4,0.817,--,108.3,0.035,<10,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2012/8/20 上午 08:56:00,6171,28.1,8.0,3.2,32.9,6.4,<0.01,0.06,0.003,30.7,0.755,--,98.5,0.027,95,10
崎頂海水浴場,崎頂海水浴場右,乙,2012/8/20 上午 08:46:00,6033,29.8,8.3,11,29.0,7.6,0.03,0.01,0.003,31.6,0.102,--,119.6,0.126,350,31
崎頂海水浴場,崎頂海水浴場中,乙,2012/8/20 上午 08:39:00,6032,29.6,8.3,11,29.0,7.4,0.02,0.01,0.003,31.6,0.096,--,116.4,0.139,260,10
崎頂海水浴場,崎頂海水浴場左,乙,2012/8/20 上午 08:33:00,6031,29.6,8.3,10,29.0,7.1,0.03,0.01,0.004,31.7,0.112,--,110.8,0.148,240,10
旗津海水浴場,旗津海水浴場右,乙,2012/8/19 下午 02:45:00,6083,29.6,8.2,7.2,29.8,6.2,<0.01,<0.01,0.003,32.8,0.270,--,97.9,0.017,<10,10
旗津海水浴場,旗津海水浴場中,乙,2012/8/19 下午 02:35:00,6082,29.7,8.2,7.7,29.8,6.2,<0.01,0.01,0.003,33.0,0.275,--,98.9,0.021,20,10
旗津海水浴場,旗津海水浴場左,乙,2012/8/19 下午 02:25:00,6081,29.6,8.2,9.3,29.8,6.3,<0.01,0.01,0.002,33.0,0.278,--,99.1,0.017,10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2012/8/19 下午 02:20:00,6113,30.2,8.3,15,28.6,6.6,0.02,0.04,0.004,33.1,0.228,--,105.9,0.022,470,62
西子灣海水浴場,西子灣海水浴場中,乙,2012/8/19 下午 02:10:00,6112,30.4,8.3,10,28.6,6.6,0.01,0.01,0.004,33.0,0.219,--,105.0,0.025,10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2012/8/19 下午 02:00:00,6111,30.4,8.3,9.6,28.6,6.6,<0.01,0.01,0.003,33.1,0.196,--,105.5,0.032,10,<10
杉原海水浴場,杉原海水浴場右,甲,2012/8/19 下午 01:58:00,6103,31.6,8.2,2.4,31.2,6.2,<0.01,0.02,0.001,33.1,0.359,--,100.4,0.011,10,<10
杉原海水浴場,杉原海水浴場中,甲,2012/8/19 下午 01:50:00,6102,31.7,8.2,2.3,31.2,6.2,0.01,<0.01,0.002,33.0,0.302,--,101.0,0.015,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2012/8/19 下午 01:43:00,6101,31.2,8.2,2.3,31.2,6.2,<0.01,0.01,0.001,33.1,0.387,--,100.7,0.012,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2012/8/19 上午 10:45:00,6093,29.7,8.2,1.4,33.1,6.4,<0.01,<0.01,0.001,33.0,0.160,--,100.7,0.005,10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2012/8/19 上午 10:40:00,6063,29.4,8.5,11,32.5,6.4,<0.01,0.01,0.002,33.3,0.241,--,100.3,0.031,10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2012/8/19 上午 10:35:00,6092,29.6,8.2,1.2,33.1,6.3,<0.01,<0.01,0.001,33.0,0.159,--,98.8,0.006,<10,41
觀音亭,觀音亭右,甲,2012/8/19 上午 10:35:00,6263,30.1,8.2,3.1,32.6,7.0,<0.01,0.03,0.004,33.0,0.392,--,110.6,0.005,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2012/8/19 上午 10:25:00,6062,29.4,8.5,12,32.5,6.3,<0.01,0.01,0.002,33.2,0.245,--,100.0,0.028,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2012/8/19 上午 10:25:00,6091,30.0,8.2,1.2,33.1,6.3,<0.01,<0.01,<0.001,32.9,0.151,--,100.4,0.014,10,10
觀音亭,觀音亭中,甲,2012/8/19 上午 10:25:00,6262,30.2,8.2,4.0,32.6,6.9,<0.01,0.05,0.004,33.0,0.451,--,109.8,0.009,<10,<10
觀音亭,觀音亭左,甲,2012/8/19 上午 10:15:00,6261,30.2,8.2,4.0,32.6,6.7,<0.01,0.12,0.005,33.0,0.460,--,109.1,0.004,25,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2012/8/19 上午 10:10:00,6061,29.5,8.5,11,32.5,6.4,<0.01,0.02,0.003,33.2,0.247,--,100.2,0.060,<10,10
后湖海濱公園,后湖海濱公園右,乙,2012/8/6 上午 11:58:00,6143,29.3,8.1,21,29.9,6.6,0.02,0.05,0.008,33.0,0.437,--,103.9,0.056,<10,<10
后湖海濱公園,后湖海濱公園中,乙,2012/8/6 上午 11:43:00,6142,29.4,8.1,18,29.9,6.5,0.01,0.09,0.006,33.1,0.446,--,102.8,0.048,<10,<10
后湖海濱公園,后湖海濱公園左,乙,2012/8/6 上午 11:29:00,6141,29.3,8.1,19,29.8,6.6,0.02,0.09,0.008,32.6,0.468,--,103.5,0.056,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2012/8/6 上午 11:15:00,6013,26.4,8.0,8.3,32.6,8.4,0.02,0.13,0.006,27.7,1.75,--,123.1,0.057,470,150
福隆海水浴場,福隆海水浴場中,乙,2012/8/6 上午 10:59:00,6012,26.4,8.1,6.1,32.7,8.4,<0.01,0.15,0.005,27.5,2.47,--,124.6,0.045,610,85
崎頂海水浴場,崎頂海水浴場右,乙,2012/8/6 上午 10:50:00,6033,28.2,8.0,45,28.7,6.5,0.04,0.09,0.018,31.8,0.907,--,100.4,0.134,520,140
崎頂海水浴場,崎頂海水浴場中,乙,2012/8/6 上午 10:46:00,6032,28.5,8.0,45,28.7,6.6,0.06,0.09,0.020,31.7,0.902,--,102.1,0.146,430,150
福隆海水浴場,福隆海水浴場左,乙,2012/8/6 上午 10:42:00,6011,26.3,8.0,5.6,32.7,8.4,0.01,0.14,0.007,27.6,1.32,--,123.4,0.048,180,20
崎頂海水浴場,崎頂海水浴場左,乙,2012/8/6 上午 10:40:00,6031,27.9,8.0,45,28.7,6.6,0.08,0.10,0.018,31.8,0.916,--,101.2,0.148,170,150
塘后,塘后右,甲,2012/8/6 上午 09:51:00,6283,28.0,8.1,7.7,30.6,6.5,<0.01,0.08,0.021,31.6,0.826,--,99.3,0.062,25,<10
塘后,塘后中,甲,2012/8/6 上午 09:43:00,6282,28.0,8.1,8.6,30.6,6.5,0.01,0.07,0.020,31.6,0.845,--,99.0,0.074,<10,<10
塘后,塘后左,甲,2012/8/6 上午 09:32:00,6281,27.9,8.0,8.2,30.6,6.5,<0.01,0.13,0.020,31.5,0.845,--,98.4,0.067,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2012/8/6 上午 09:11:00,6043,28.3,8.0,110,27.0,6.6,0.02,0.03,0.018,32.3,0.841,--,102.4,0.047,2900,1100
通霄海水浴場,通霄海水浴場中,乙,2012/8/6 上午 09:06:00,6042,28.2,8.0,130,27.0,6.6,0.04,0.03,0.020,32.3,0.888,--,102.2,0.046,2200,1300
通霄海水浴場,通霄海水浴場左,乙,2012/8/6 上午 09:00:00,6041,27.9,8.1,100,27.0,6.6,0.01,0.02,0.022,32.3,0.725,--,101.2,0.041,1600,1000
新金山海水浴場,新金山海水浴場左,乙,2012/8/6 上午 12:00:00,6021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新金山海水浴場,新金山海水浴場中,乙,2012/8/6 上午 12:00:00,6022,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新金山海水浴場,新金山海水浴場右,乙,2012/8/6 上午 12:00:00,6023,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2012/8/6 上午 12:00:00,6171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2012/8/6 上午 12:00:00,6172,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2012/8/6 上午 12:00:00,6173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場左,甲,2012/8/6 上午 12:00:00,6211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場中,甲,2012/8/6 上午 12:00:00,6212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場右,甲,2012/8/6 上午 12:00:00,6213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場右,乙,2012/8/5 下午 02:20:00,6113,30.2,8.1,7.7,32.3,6.2,0.11,0.06,0.009,32.9,0.506,--,99.2,0.043,65,<10
西子灣海水浴場,西子灣海水浴場中,乙,2012/8/5 下午 02:10:00,6112,30.0,8.1,9.0,32.3,6.3,0.11,0.06,0.009,32.8,0.486,--,100.0,0.054,40,<10
西子灣海水浴場,西子灣海水浴場左,乙,2012/8/5 下午 02:00:00,6111,30.3,8.1,12,32.3,6.2,0.11,0.06,0.009,32.9,0.506,--,99.7,0.040,120,<10
旗津海水浴場,旗津海水浴場左,乙,2012/8/5 下午 01:47:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2012/8/5 下午 01:47:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2012/8/5 下午 01:47:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2012/8/5 下午 01:35:00,6103,30.5,8.2,6.3,33.6,6.2,0.02,<0.01,<0.001,33.2,0.372,--,100.6,0.005,<10,20
杉原海水浴場,杉原海水浴場中,甲,2012/8/5 下午 01:25:00,6102,30.5,8.2,6.6,33.6,6.2,<0.01,0.02,<0.001,33.3,0.414,--,99.7,0.005,<10,20
杉原海水浴場,杉原海水浴場左,甲,2012/8/5 下午 01:17:00,6101,30.7,8.2,6.5,33.6,6.3,<0.01,0.01,<0.001,33.2,0.386,--,101.3,0.005,10,440
觀音亭,觀音亭右,甲,2012/8/5 下午 12:25:00,6263,31.0,8.1,3.8,32.8,7.8,<0.01,0.04,0.005,32.3,0.488,--,126.8,0.011,<10,<10
觀音亭,觀音亭中,甲,2012/8/5 下午 12:10:00,6262,31.2,8.1,4.3,32.8,7.8,<0.01,0.03,0.005,32.3,0.450,--,125.8,0.009,<10,10
觀音亭,觀音亭左,甲,2012/8/5 上午 11:55:00,6261,31.1,8.1,3.5,32.8,7.8,0.01,0.04,0.007,32.1,0.591,--,126.2,0.010,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2012/8/5 上午 10:35:00,6093,29.4,8.2,3.6,33.2,6.3,<0.01,0.02,0.002,34.2,0.218,--,99.4,0.008,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2012/8/5 上午 10:22:00,6092,29.6,8.2,3.8,33.2,6.3,<0.01,0.01,0.002,34.2,0.193,--,100.1,0.008,15,10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2012/8/5 上午 10:20:00,6063,27.5,8.1,55,33.4,6.7,0.06,0.09,0.012,32.3,0.604,--,100.9,0.057,430,63
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2012/8/5 上午 10:12:00,6091,30.0,8.2,4.1,33.2,6.4,<0.01,0.01,0.002,34.2,0.208,--,101.5,0.012,75,30
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2012/8/5 上午 10:10:00,6062,28.0,8.1,55,33.4,6.6,0.06,0.08,0.012,32.3,0.640,--,100.3,0.056,390,31
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2012/8/5 上午 10:00:00,6061,28.1,8.1,60,33.4,6.6,0.07,0.08,0.011,32.3,0.605,--,101.1,0.056,560,110
新金山海水浴場,新金山海水浴場右,乙,2012/7/23 下午 01:57:00,6023,29.5,8.1,9.8,32.0,6.5,<0.01,<0.01,0.002,33.2,0.605,--,104.5,0.017,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2012/7/23 下午 01:44:00,6022,29.5,8.1,8.8,32.0,6.4,<0.01,<0.01,0.004,33.4,0.500,--,102.1,0.020,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2012/7/23 下午 01:31:00,6021,29.3,8.1,6.9,31.9,6.6,<0.01,0.01,0.003,33.3,0.354,--,105.1,0.008,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2012/7/23 上午 11:43:00,6143,29.3,8.1,29,33.0,6.6,<0.01,0.03,0.005,33.0,0.456,--,103.4,0.029,10,10
后湖海濱公園,后湖海濱公園中,乙,2012/7/23 上午 11:32:00,6142,29.3,8.1,32,33.0,6.6,<0.01,<0.01,0.005,33.0,0.456,--,104.3,0.028,<10,<10
后湖海濱公園,后湖海濱公園左,乙,2012/7/23 上午 11:17:00,6141,28.9,8.1,33,33.0,6.5,<0.01,<0.01,0.007,32.8,0.463,--,102.5,0.030,10,<10
福隆海水浴場,福隆海水浴場右,乙,2012/7/23 上午 11:11:00,6013,26.8,8.1,2.2,30.8,6.7,<0.01,<0.01,0.002,33.0,0.556,--,101.1,0.019,130,<10
崎頂海水浴場,崎頂海水浴場右,乙,2012/7/23 上午 10:59:00,6033,30.7,8.1,14,31.8,6.3,0.01,<0.01,0.003,33.0,0.150,--,101.4,0.116,20,<10
福隆海水浴場,福隆海水浴場中,乙,2012/7/23 上午 10:58:00,6012,26.6,8.1,2.0,30.8,6.7,<0.01,0.01,0.002,32.8,0.574,--,101.7,0.023,240,<10
崎頂海水浴場,崎頂海水浴場中,乙,2012/7/23 上午 10:54:00,6032,30.4,8.1,16,31.8,6.3,0.02,0.01,0.002,32.9,0.184,--,101.2,0.108,<10,10
崎頂海水浴場,崎頂海水浴場左,乙,2012/7/23 上午 10:45:00,6031,31.6,8.2,11,31.8,6.6,0.01,<0.01,0.001,33.0,0.109,--,104.0,0.122,10,<10
福隆海水浴場,福隆海水浴場左,乙,2012/7/23 上午 10:44:00,6011,26.6,8.1,2.0,30.6,6.7,<0.01,<0.01,0.003,33.1,0.552,--,101.7,0.023,230,10
塘后,塘后右,甲,2012/7/23 上午 10:33:00,6283,26.9,8.1,3.8,28.5,6.7,0.01,0.03,0.003,34.4,0.252,--,102.9,0.024,<10,<10
塘后,塘后中,甲,2012/7/23 上午 10:19:00,6282,26.9,8.1,3.5,28.4,6.7,<0.01,0.03,0.004,34.3,0.249,--,101.1,0.024,<10,<10
塘后,塘后左,甲,2012/7/23 上午 10:05:00,6281,26.9,8.1,3.9,28.4,6.6,0.01,0.03,0.003,34.0,0.212,--,100.4,0.034,<10,<10
磯崎海水浴場,磯崎海水浴場右,甲,2012/7/23 上午 09:26:00,6213,27.8,8.1,3.0,28.2,6.5,<0.01,0.01,0.003,32.5,0.339,--,98.3,0.017,75,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2012/7/23 上午 09:25:00,6173,27.9,8.1,2.4,28.6,6.5,0.01,0.03,0.004,33.5,0.326,--,99.9,0.019,45,<10
通霄海水浴場,通霄海水浴場右,乙,2012/7/23 上午 09:16:00,6043,31.4,8.1,30,28.7,6.7,0.01,0.01,0.003,33.2,0.273,--,108.6,0.007,<10,<10
磯崎海水浴場,磯崎海水浴場中,甲,2012/7/23 上午 09:14:00,6212,27.8,8.1,2.3,28.1,6.4,<0.01,<0.01,0.003,32.4,0.314,--,97.5,0.014,35,<10
通霄海水浴場,通霄海水浴場中,乙,2012/7/23 上午 09:10:00,6042,31.6,8.1,28,28.7,6.6,0.01,<0.01,0.001,33.1,0.240,--,108.5,0.009,50,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2012/7/23 上午 09:10:00,6172,27.4,8.1,9.0,28.5,6.6,<0.01,0.03,0.003,33.5,0.379,--,100.6,0.028,170,<10
磯崎海水浴場,磯崎海水浴場左,甲,2012/7/23 上午 09:01:00,6211,27.7,8.1,2.3,28.1,6.5,<0.01,<0.01,0.003,32.5,0.323,--,97.9,0.015,130,31
通霄海水浴場,通霄海水浴場左,乙,2012/7/23 上午 09:00:00,6041,30.7,8.1,32,28.7,6.5,0.02,<0.01,0.002,33.0,0.202,--,104.7,0.008,40,42
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2012/7/23 上午 08:55:00,6171,27.1,8.1,4.3,28.5,6.8,<0.01,0.03,0.003,33.6,0.360,--,104.1,0.023,180,20
西子灣海水浴場,西子灣海水浴場右,乙,2012/7/22 下午 02:15:00,6113,29.7,8.2,5.4,30.6,5.8,0.01,<0.01,<0.001,33.2,0.174,--,92.3,<0.003,10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2012/7/22 下午 02:05:00,6112,29.4,8.2,8.7,30.6,5.8,<0.01,<0.01,0.001,33.2,0.189,--,91.5,0.005,30,20
